,Original Name,Lookup 1,Lookup 1 Confidence,Lookup 1 Index,Lookup 2,Lookup 2 Confidence,Lookup 2 Index
112,axilium,melius,0.33999999999999997,2606,traxio,0.28,4035
113,hh global,dps  global,0.72,1183,globant,0.64,1720
114,antenno,tennant,0.5700000000000001,3852,santens,0.44999999999999996,3410
115,icredit,alphacredit,0.45999999999999996,186,creditpeopleeu,0.41000000000000003,937
116,plainsight,insight,0.78,2101,future insight comm v,0.4,1625
117,ufinity,enginity,0.6,1344,infinity jobs,0.54,2081
118,gudrun commercial,gudrun,0.64,1785,lightspeed commerce,0.28,2434
119,rsm ,duraconstructkeersmaekers,0.28,1211,zorgbedrijf meetjesland,0.0,4559
120,vlinvesta,natuurinvest,0.45999999999999996,2776,hasco invest,0.44999999999999996,1822
121,cordeel,nordend,0.4,2855,ideeds,0.29000000000000004,2006
122,hyperion,studio hyperdrive,0.4,3737,entrio,0.27,1351
123,uza,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
124,yuki,visma  yuki,0.54,4283,studio ukiyo,0.25,3744
125,reynaers aluminium,reynaers,0.65,3290,aluminium duffel,0.43999999999999995,196
126,bdo,bdo ,0.74,430,bdo digital  eeg   automation  dobit  jds  ceo summit,0.18000000000000005,431
127,melexis,enexis,0.5700000000000001,1334,flexify,0.35,1543
128,eubelius,melius,0.5900000000000001,2606,ubench,0.27,4079
129,gumption,etion,0.44999999999999996,1380,all exeptional,0.42000000000000004,177
130,xplore,loral,0.29000000000000004,2473,xelor,0.28,4493
131,sofico,wico,0.32999999999999996,4412,bofis,0.28,572
132,brouwerij haacht,vrouwennet,0.26,4338,kracht jacht,0.20999999999999996,2325
133,vlaamse landmaatschappij,beheermaatschappij heide,0.45999999999999996,445,vlaamse post,0.39,4299
134,netwerk,netwerk ondernemen,0.56,2792,vov lerend netwerk,0.5,4328
135,sgs,sgs ,0.71,3491,sgs ewacs,0.4,3492
136,nmbssncb,sncb,0.8200000000000001,3570,wissnerbosserhoff ,0.18999999999999995,4438
137,bloovi,roov,0.47,3340,bloue,0.29000000000000004,550
138,epact,cepa,0.49,742,bepark,0.38,490
139,wyre,myreas,0.53,2763,moneyrebels,0.39,2691
140,vynova,nova,0.5800000000000001,2863,enovates,0.35,1345
141,viabuild,brebuild,0.43000000000000005,626,buildwise,0.4,653
142,silverfin,orfit,0.30000000000000004,2959,silvia pauli,0.30000000000000004,3514
143,robovision,finvision,0.47,1530,physiovisit,0.43999999999999995,3059
144,pv panels,unilin panels,0.65,4107,panenka,0.41000000000000003,2990
145,omega pharma a perrigo,eureka pharma,0.42000000000000004,1383,errin,0.29000000000000004,1369
146,parkwind,bepark,0.27,490,hypotheekwinkel,0.27,1991
147,ontex,montea,0.44999999999999996,2698,wattex,0.41000000000000003,4370
148,oleon,veon,0.38,4235,dileoz,0.31999999999999995,1135
149,nipro europe  companies,kaneka europe  company,0.54,2232,lemon companies,0.42000000000000004,2401
150,neuhaus,hause media,0.43000000000000005,1825,uhasselt,0.29000000000000004,4085
151,made design  innovation,the beacon  innovation community,0.4,3866,nido innovation lab,0.39,2817
152,macadam europe,agrium europe,0.43999999999999995,147,the glow team europe,0.42000000000000004,3889
153,klarrio,wolves  warriors,0.38,4452,starring jane,0.31000000000000005,3681
154,indaver,nda,0.47,2780,davo,0.4,999
155,empwr nutrition,trouw nutrition,0.65,4050,high end nutrition,0.5900000000000001,1883
156,dynapps  experts in odoo,travel experts italy,0.36,4031,expo experts,0.35,1442
157,duomed,duomed ,0.9299999999999999,1208,promedia,0.31999999999999995,3162
158,deliverect,threon  strategy delivered,0.39,3955,beliving,0.35,461
159,the cookware,thomas cook,0.36,3943,the chalo,0.26,3878
160,comfort energy,scholt energy ,0.54,3435,realto energy,0.43000000000000005,3240
161,cartamundi,novemmundi,0.31000000000000005,2865,mundial tickets,0.27,2745
162,bridgestone emea,2 bridge,0.45999999999999996,8,everbridge,0.43000000000000005,1403
163,adb safegate,gates,0.36,1642,tsa safety,0.32999999999999996,4057
164,ahlers,ahlers logistics,0.63,148,talententelers,0.20999999999999996,3807
165,argenx,merge,0.39,2620,target engineering,0.37,3814
166,ca,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
167,hessers,essers  vanbriel,0.35,1377,unbossers,0.33999999999999997,4098
168,isabel,elisabeth chocolaterie,0.41000000000000003,1297,enabel,0.37,1327
169,nextensa,next potentials,0.31999999999999995,2808,pxlnext,0.31000000000000005,3186
170,pwc,pwc ,0.71,3185,human interface   part of the pwc network,0.21999999999999997,1979
171,realdolmen,inetumrealdolmen,0.74,2077,waldon,0.39,4356
172,stibbe,stibmivb,0.31999999999999995,3708,ribbels communicatie met een plan,0.25,3299
173,techwolf,wolf oil,0.45999999999999996,4448,wolt,0.4,4449
174,toyota motor europe,honda motor europe logistics,0.51,1913,toyo ink europe,0.44999999999999996,4010
175,vab,kvab  koninklijke vlaamse academie van belgi voor wetenschappen en kunsten,0.16000000000000003,2343,zorgbedrijf meetjesland,0.0,4559
176,armonea,harmony,0.5700000000000001,1818,hrmonize,0.35,1960
177,energyvision,finvision,0.43999999999999995,1530,energy solutions,0.39,1333
178,etex,wattex,0.43999999999999995,4370,textkernel,0.30000000000000004,3860
179,hyphen finance,fod financin  spf finances,0.45999999999999996,1565,creative finance,0.43000000000000005,930
180,la lorraine bakery,hrrail,0.28,1963,bakker,0.24,396
181,meatmore,meatless,0.30000000000000004,2583,eat more trees,0.29000000000000004,1233
182,niko,unikoo,0.77,4105,nike,0.47,2823
183,showpad,padi,0.49,2981,spadel,0.39,3614
184,fnac vanden borre,vanden borre kitchen,0.54,4203,vanden broele,0.32999999999999996,4204
185,pkf bofidi,bofidi,0.85,571,cofidis ,0.52,837
186,square,y squared,0.75,4501,squaretrade,0.69,3643
187,impact,yourimpact,0.69,4518,impact jobs,0.63,2043
188,novartis,nova,0.5700000000000001,2863,fortis,0.41000000000000003,1580
189,ibanfirst,headfirst,0.41000000000000003,1835,peoplefirst,0.37,3030
190,digipolitans,solita,0.47,3586,politeia,0.37,3096
191,option media,motion medical,0.52,2711,ad media,0.45999999999999996,95
192,xylos,majulos,0.29000000000000004,2520,hyloris pharmaceuticals,0.21999999999999997,1989
193,companions,mycareercompanion,0.62,2757,lemon companies,0.49,2401
194,classo technology,dxc technology,0.54,1220,sma solar technology,0.48,3552
195,remant transport architects,sprint transport,0.52,3638,trias architects,0.47,4041
196,datashift,shiftz,0.56,3499,trueshift,0.43999999999999995,4053
197,jobat,jobat  ads  data,0.47,2189,bebat,0.33999999999999997,435
198,on it,kern it,0.56,2272,thoen it consultancy,0.35,3941
199,enersee,besee,0.33999999999999997,496,diversey,0.31999999999999995,1148
200,yaass,interwaas,0.35,2128,waaslandia,0.31000000000000005,4353
201,anthony cranes,dethon,0.30000000000000004,1098,sony europe,0.27,3602
202,dc dredging,ddream,0.18999999999999995,1004,get driven,0.15000000000000002,1692
203,kunnig,zonnige kempen,0.38,4555,bonnie,0.31999999999999995,585
204,ikea,nike,0.43999999999999995,2823,kea consultancy,0.36,2262
205,vivaldis interim,vivaldis,0.75,4291,vivalis,0.43999999999999995,4292
206,covestro,westrom,0.43999999999999995,4405,astron,0.38,324
207,sbb accountants  advisors,itaa  institute for tax advisors and accountants,0.52,2151,vmw accountants,0.5,4303
208,lunch garden,frigilunch,0.41000000000000003,1606,crunchr,0.32999999999999996,955
209,updatepro,doorstep,0.24,1173,gearstep,0.22999999999999998,1650
210,sereni,cerence,0.39,743,dieteren,0.33999999999999997,1122
211,cummins,vitamins,0.22999999999999998,4287,summer bash,0.20999999999999996,3755
212,buildr,brebuild,0.6799999999999999,626,buildwise,0.63,653
213,inovet,velvet,0.32999999999999996,4231,nova,0.32999999999999996,2863
214,duval union,duval union innovative marketing,0.63,1217,tuvalu media,0.24,4067
215,carerix,ferrero,0.30000000000000004,1500,aarixa,0.29000000000000004,44
216,board of innovation,nido innovation lab,0.41000000000000003,2817,sirris  innovation forward,0.4,3523
217,facilicom,vinci facilities,0.43999999999999995,4271,vinci facilities ,0.43000000000000005,4272
218,natuurpunt,punt,0.49,3177,natuurinvest,0.42000000000000004,2776
219,korian,korian ,0.94,2321,neoria,0.4,2786
220,soudal,studaro,0.31999999999999995,3729,brandally,0.24,618
221,oxygen,moxy,0.61,2724,moxypost,0.38,2725
222,mext,allimex green power,0.26,182,pxlnext,0.26,3186
223,db schenker,henkel,0.47,1860,essentiedenkers,0.28,1376
224,fiduciaire ten hove,gemeente hove,0.25,1669,portuaire ni,0.18999999999999995,3114
225,talentbay,talentbrussels,0.43999999999999995,3805,italents,0.42000000000000004,2152
226,wolf security,cronos security,0.52,946,resilient security,0.5,3273
227,ovb willemot,willemen,0.52,4421,willemen construct,0.33999999999999997,4422
228,willemen infra,willemen,0.6799999999999999,4421,willemen construct,0.48,4422
229,wibra belgi,dela belgi,0.54,1065,boma belgi,0.49,581
230,human8,uman,0.77,4092,humaniti,0.72,1982
231,volvo car gent,volvo cars,0.75,4321,volvo trucks,0.42000000000000004,4322
232,vgp,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
233,verwater tank  industrial services,vervaeke industrial,0.41000000000000003,4253,cnh industrial,0.39,823
234,van havermaet,ackermans  van haaren,0.37,78,van hamme architecten,0.21999999999999997,4181
235,van de velde,van de velde packaging,0.7,4175,belden,0.4,450
236,vandersanden,sander,0.74,3402,vanden broele,0.38,4204
237,twipe,wipro,0.43000000000000005,4434,shipex,0.31999999999999995,3501
238,trendminer,mindmoving,0.31999999999999995,2648,trendcult,0.30000000000000004,4036
239,tomra food,manna foods,0.45999999999999996,2535,eit food,0.4,1281
240,tomco,cmcom,0.51,821,mconsulting services,0.30000000000000004,2579
241,tmc ,medina  cma  lkolmc  akl,0.25,2596,zorgbedrijf meetjesland,0.0,4559
242,tes,artes,0.61,294,gates,0.5700000000000001,1642
243,teamblue,powerteambe,0.4,3121,yambla,0.39,4502
244,tata consultancy services ,tata consultancy services,0.98,3816,vice consultancy,0.5700000000000001,4263
245,tcr,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
246,swissport cargo services ,multio services,0.41000000000000003,2743,ac services,0.38,60
247,stream software,sheq software,0.52,3498,bestmix software,0.48,502
248,stellantis etransmissions,hansen industrial transmissions,0.47,1813,lantis,0.37,2362
249,stefanini emea,nitto emea,0.28,2832,donaldson emea,0.24,1171
250,spacewell  a nemetschek,pace pack,0.20999999999999996,2979,bwell  personal training  afslanking,0.18000000000000005,688
251,soprema,sopra steria,0.38,3604,sopra steria next,0.30000000000000004,3605
252,solvint,solvint supply management,0.49,3592,solvus,0.35,3593
253,smt ,smt,0.72,3567,mt consulting,0.35,2735
254,signify ,signicat,0.56,3511,kan design,0.29000000000000004,2229
255,seris ,seris,0.86,3485,experis ,0.5900000000000001,1438
256,seainvest,natuurinvest,0.43000000000000005,2776,hasco invest,0.42000000000000004,1822
257,hasinto,minto,0.44999999999999996,2660,easi,0.4,1226
258,scaldis smc,vivaldis,0.4,4291,aldi ,0.38,165
259,sbe,belsberg,0.43999999999999995,467,ertsberg,0.43999999999999995,1370
260,samsonite,sonical,0.35,3599,wenite,0.35,4393
261,renner energies,synergie,0.49,3781,eqos energie ,0.45999999999999996,1356
262,burger brands ,top brands,0.4,3996,deckers brands,0.33999999999999997,1057
263,pvh brands ,top brands,0.43999999999999995,3996,deckers brands,0.38,1057
264,pro duo,duomed ,0.27,1208,echo delta,0.20999999999999996,1241
265,pomuni,pom,0.5700000000000001,3104,hyoomunh,0.39,1990
266,peripass,passage,0.33999999999999997,3000,dripl,0.28,1192
267,otis,tis,0.6699999999999999,3975,gentis,0.39,1681
268,okay,vokan,0.5800000000000001,4316,okademy,0.43000000000000005,2911
269,ohgreen,greenyard,0.56,1762,greenpeace ,0.52,1760
270,novasol chemicals,dl chemicals,0.74,1156,nova,0.39,2863
271,nexuzhealth,cv health,0.43000000000000005,970,healthy mind,0.37,1843
272,nemho,sanemwa,0.4,3406,gemeente bornem,0.32999999999999996,1661
273,medpace ,pace pack,0.47,2979,pidpa,0.30000000000000004,3063
274,materialise,benq materials corp,0.39,483,heidelberg materials benelux,0.32999999999999996,1847
275,mars ,marshall wace,0.31999999999999995,2550,binoculars consultancy,0.29000000000000004,526
276,lubrizol advanced materials europe,benq materials corp,0.29000000000000004,483,ma matting europe,0.27,2506
277,kinepolis,onepoint,0.45999999999999996,2928,ninepointfive,0.39,2828
278,biscuiterie jules destrooper,fine biscuits company,0.31000000000000005,1525,bis,0.25,532
279,orange cyberdefense ,orange cyberdefense,0.98,2952,orange,0.41000000000000003,2950
280,jdi,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
281,jaga climate designers  hq,change designers,0.49,755,kan design,0.36,2229
282,ineos manufacturing ,bosch manufacturing and services ,0.5700000000000001,598,clothing manufacturer,0.56,814
283,willy naessens industrial buildings,cnh industrial,0.35,823,skill builders,0.31000000000000005,3534
284,inchcape belux,delaware belux,0.31999999999999995,1069,trscape,0.28,4052
285,impact sales  marketing belux,upmoves  marketing agency,0.42000000000000004,4137,ellenesse marketing,0.36,1305
286,honeywell,honest trade,0.29000000000000004,1914,dehon,0.25,1063
287,henchman part of lexisnexis,enexis,0.56,1334,connexi,0.28,876
288,gxo logistics ,rhenus logistics ,0.65,3294,id logistics benelux,0.64,2004
289,jansen,consense arbo,0.43000000000000005,878,met sense,0.38,2625
290,gorilla  energy data applications,energy solutions,0.31000000000000005,1333,scholt energy ,0.27,3435
291,fujifilm ,fujitsu,0.38,1614,filmatized,0.31000000000000005,1515
292,fujifilm electronic materials,samsung electronics,0.37,3398,samsung electronics benelux,0.31999999999999995,3399
293,flyinggroup,minggo,0.31999999999999995,2654,groupe seb,0.30000000000000004,1775
294,essity ,clusity ,0.54,817,university of antwerp,0.32999999999999996,4122
295,eco3,seco,0.6599999999999999,3463,eneco,0.5900000000000001,1331
296,eurofins ecca,profile,0.30000000000000004,3150,eurofilters  miele,0.28,1389
297,dicar motorhomes,home,0.37,1911,zenhomes,0.32999999999999996,4540
298,deme environmental,rivm national institute for public health and the environment,0.39,3314,deme,0.31000000000000005,1083
299,delta engineering,intra engineering,0.72,2132,linde engineering,0.64,2442
300,dela ,dela belgi,0.6599999999999999,1065,delaval,0.43999999999999995,1067
301,datasense,consense arbo,0.38,878,met sense,0.38,2625
302,dassy workwear,cws workwear,0.6,978,texet workwear,0.5800000000000001,3859
303,cyclops,connect cycling,0.33999999999999997,867,cyclis bike lease,0.30000000000000004,979
304,computer task  ,ctg  computer task,0.72,959,computerland ,0.49,856
305,conxion,dixio,0.31999999999999995,1149,traxio,0.31999999999999995,4035
306,gb foods ,tops foods,0.6,4004,manna foods,0.5900000000000001,2535
307,cisco systems ,nivo systems,0.5900000000000001,2834,cisco,0.52,787
308,circet benelux,circet,0.69,784,aldes benelux,0.42000000000000004,164
309,cdm stravitec,avit,0.45999999999999996,366,cdm smith,0.43000000000000005,729
310,brustor,restory,0.41000000000000003,3280,sustainbrussels,0.35,3765
311,brightwolves,trendwolves,0.45999999999999996,4038,bright plus,0.42000000000000004,627
312,brightanalytics,agilytic,0.43999999999999995,140,bright plus,0.37,627
313,boortmalt,malt,0.53,2526,tma,0.42000000000000004,3979
314,biscuiterie thijs,fine biscuits company,0.39,1525,matthijs,0.38,2561
315,devoteam,devoteam g cloud,0.63,1100,tempoteam ,0.38,3849
316,bccl,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
317,telenet retail,retaildetail,0.53,3283,4retail,0.5,31
318,barbuss,de barbaren,0.48,1008,barco,0.30000000000000004,410
319,axi,traxio,0.53,4035,maxicon,0.47,2567
320,eviden ,evidence,0.8200000000000001,1408,vidende,0.6599999999999999,4266
321,asist,easi,0.48,1226,assists,0.47,319
322,arhs developments ,gillion development,0.6,1707,institute for business development,0.51,2104
323,aprojects,projectseu,0.71,3160,kr projects,0.6699999999999999,2324
324,aon ,renson ventilation  sunprotection  outdoor,0.35,3268,the beacon  innovation community,0.31000000000000005,3866
325,antwerp space,edr antwerp shipyard,0.41000000000000003,1257,antwerp school of education,0.39,242
326,alpro,voetbalprimeur,0.42000000000000004,4306,valpeo,0.31999999999999995,4168
327,alcon,travalco,0.65,4030,idelco insulation,0.25,2007
328,akzo nobel paints ,pri paint,0.30000000000000004,3134,mathys paints,0.29000000000000004,2557
329,agomab,lagom consultancy,0.36,2358,ivago,0.28,2162
330,actum services,ac services,0.56,60,ww services,0.53,4478
331,abriso jiffy,giso consulting,0.30000000000000004,1711,bristol,0.26,635
332,air liquide industries ,kemin industries,0.44999999999999996,2269,ppg industries,0.44999999999999996,3122
333,akka ,bakker,0.4,396,akkodis,0.31000000000000005,156
334,aliaxis,meraxis,0.56,2612,enexis,0.37,1334
335,alten ,altez,0.56,189,gemeente aalter,0.36,1657
336,altrad services,altrad services benelux,0.81,193,altrad,0.5900000000000001,192
337,as adventure service center,fun adventure,0.52,1619,asadventure,0.49,304
338,atalian,liantis,0.45999999999999996,2423,atalian global services belgi,0.44999999999999996,329
339,aurubis beerse,rubicon,0.37,3367,bis,0.37,532
340,axxes,axxit,0.30000000000000004,374,lanxess,0.29000000000000004,2364
341,bakkerijaernoudt,bakkerij aernoudt,0.87,399,bakker,0.56,396
342,balta industries,ad astra industries,0.65,94,kemin industries,0.5900000000000001,2269
343,bank delen,delen private bank,0.4,1071,axa bank ,0.38,369
344,biobest,obelis,0.29000000000000004,2892,aviobook,0.27,365
345,capgemini ,capgemini,0.92,703,2bemind,0.24,13
346,catalent ,atalenta,0.74,328,talent lab,0.51,3801
347,cocacola european partners ,cocacola european partners,0.98,834,cocacola europacific partners,0.69,833
348,danone belux,danone,0.73,989,softwareone belux,0.43999999999999995,3579
349,datwyler pharma packaging ,exam packaging,0.44999999999999996,1424,helios packaging,0.43999999999999995,1854
350,dca bouwbedrijf,vdl de meeuw belgiummodulair bouwbedrijfconstruction modulaire,0.32999999999999996,4226,rijksvastgoedbedrijf,0.31000000000000005,3306
351,decathlon ,decathlon,0.97,1054,mecam,0.19999999999999996,2585
352,dnix,phinix,0.5800000000000001,3052,fenix consulting,0.36,1493
353,dp world,antwerp world diamond centre,0.48,243,myworld,0.45999999999999996,2765
354,heraeus electronite international,belron international,0.43999999999999995,466,stars edge international,0.43000000000000005,3682
355,heylen,gheys,0.38,1701,robin heymans,0.21999999999999997,3325
356,hilti ,keti koti utrecht,0.30000000000000004,2274,philips,0.20999999999999996,3051
357,hubo,hubo belgi,0.61,1969,hubside,0.31000000000000005,1970
358,ingersollrand industrial technology,technord industry,0.5,3838,dxc technology,0.42000000000000004,1220
359,inthepocket,in the pocket,0.51,2058,erocket,0.4,1368
360,iss facility services,iss facility services belgi en luxemburg,0.7,2149,ac services,0.43000000000000005,60
361,jan de nul,kan design,0.27,2229,van de velde packaging,0.25,4175
362,johnson controls international,johnson  johnson,0.52,2197,johnson  johnson innovative medicine,0.45999999999999996,2198
363,kaneka,kaneka ,0.91,2231,kaneka europe  company,0.51,2232
364,leewrangler belgium services,ac services,0.41000000000000003,60,ww services,0.38,4478
365,lvmh ,wmh project brussels,0.32999999999999996,4444,zorgbedrijf meetjesland,0.0,4559
366,maes industries,kemin industries,0.6,2269,ppg industries,0.5900000000000001,3122
367,molnlycke,mlnlycke health care,0.5800000000000001,2668,venly,0.30000000000000004,4232
368,partena,partena professional,0.54,2996,artes,0.49,294
